DBN,female_percent,male_percent,poverty_percent,avg_home_value_sqft,district_admin_code,grade8_english,grade8_math,regents_algebra,regents_english,regents_history_global,regents_living_environ,sat_reading,sat_math,sat_writing,college_readiness_index,cuny_2yr,cuny_4yr,college_career_readiness_index,enrollment,graduation_rate,college_nys_private,college_nys_public,college_out_of_state,asian_percent,black_percent,ell_percent,hispanic_percent,self-contained_percent,disability_percent,white_percent,cte_percent,arts_percent,ap_exams_percent_scoring_3plus,act_percent_took_exam,sat_percent_took_exam,post-secondary_enroll_rate,student_attendance_rate,school_environment_survey,teacher_attendance,principal_year_exp,zip_code,dropouts_percent,major_crimes,violation_offenses,school_day_length,sat_score_overall,regents_score_overall,population_diversity,grade8_proficiency,all_crime,label
1406M467,0.432989686728,0.56701028347,0.776141405106,391.916666667,6.0,2.240305,2.141689,62.0,68.0,57.0,67.0,378.0,369.0,373.0,0.131,0.369,0.021,0.292,679.0,0.69,0.035,0.043,0.028,0.010309,0.163476,0.275405,0.804124,0.110457,0.234168,0.017673,0.0,0.0,0.256,0.024,0.577,0.496,0.864,0.854,0.958,14.8,10040.0,0.126506024,1160.0,522.0,465.0,1120.0,254.0,0.679751436171,4.381994,1682.0,0
1406M468,0.474358975887,0.525641024113,0.935897409916,391.916666667,6.0,2.186667,2.126479,62.0,65.0,57.0,71.0,375.0,388.0,376.0,0.104,0.212,0.03,0.208,624.0,0.59,0.048,0.048,0.006,0.011218,0.185897,0.269231,0.778846,0.072115,0.185897,0.016026,0.0,0.0,0.156,0.0,0.48,0.345,0.861,0.78,0.957,1.4,10040.0,0.147058824,1160.0,522.0,465.0,1139.0,255.0,0.651947716257,4.313146,1682.0,0
1406M540,0.499264717102,0.500735282898,0.80735296011,599.083333333,6.0,2.580807,2.458003,69.0,76.0,61.0,75.0,442.0,451.0,427.0,0.352,0.202,0.156,0.308,1360.0,0.755,0.046,0.055,0.035,0.047794,0.314706,0.054412,0.6125,0.063235,0.1125,0.013235,0.0,0.0,0.168,0.147,0.722,0.494,0.862,0.859,0.95,2.6,10031.0,0.0479705,689.0,371.0,380.0,1320.0,281.0,0.488072333461,5.03881,1060.0,0
1406M552,0.539714872837,0.460285127163,0.983706712723,391.916666667,6.0,1.759545,2.060559,69.0,71.0,60.0,66.0,374.0,379.0,359.0,0.196,0.265,0.107,0.539,491.0,0.559,0.006,0.038,0.031,0.0,0.0,0.900204,1.0,0.004073,0.014257,0.0,0.0,0.0,0.48,0.01,0.549,0.447,0.901,0.941,0.972,14.4,10032.0,0.158415842,927.0,530.0,450.0,1112.0,266.0,1.0,3.820104,1457.0,0
1407X221,0.50931674242,0.490683227777,0.958074510098,391.916666667,7.0,2.365533,2.199706,73.0,73.0,68.0,79.0,390.0,386.0,383.0,0.235,0.214,0.076,0.306,351.0,0.871,0.038,0.165,0.013,0.017094,0.262108,0.02849,0.698006,0.048433,0.22792,0.014245,0.0,0.0,0.141,0.035,0.812,0.506,0.88,0.89,0.975,7.0,10454.0,0.0357143,1902.0,1317.0,420.0,1159.0,293.0,0.56604268817,4.565239,3219.0,0
1407X223,0.503325939178,0.496674060822,0.977827072144,391.916666667,7.0,2.4694,2.4281,65.0,71.0,64.0,67.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,101.0,0.738,0.058,0.075,0.029,0.0,0.19802,0.089109,0.80198,0.059406,0.237624,0.0,0.0,0.0,0.045,0.04,0.632,0.514,0.92,0.882,0.978,11.0,10454.0,0.0752283935,1902.0,1317.0,430.0,1221.5,267.0,0.6823838408,4.8975,3219.0,0
1407X259,0.714285731316,0.285714298487,1.0,391.916666667,7.0,2.260702,2.150256,61.0,71.0,64.0,71.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,126.0,0.738,0.058,0.075,0.029,0.015873,0.380952,0.150794,0.571429,0.119048,0.15873,0.015873,0.0,0.0,0.045,0.04,0.632,0.514,0.858,0.878,0.946,1.0,10455.0,0.0752283935,1902.0,1317.0,420.0,1221.5,267.0,0.487513196553,4.410958,3219.0,0
1407X334,0.478260874748,0.521739125252,0.938215076923,391.916666667,7.0,1.728841,1.931681,69.0,72.0,62.0,65.0,329.0,339.0,314.0,0.096,0.124,0.018,0.117,437.0,0.404,0.035,0.009,0.0,0.050343,0.162471,0.942792,0.764302,0.006865,0.04119,0.009153,0.0,0.0,0.0,0.0,0.394,0.186,0.827,0.899,0.977,7.5,10454.0,0.212765957,1902.0,1317.0,420.0,982.0,268.0,0.63036479695,3.660522,3219.0,0
1407X427,0.522388041019,0.477611929178,0.877611935139,391.916666667,7.0,2.166743,2.073366,65.0,66.0,64.0,67.0,346.0,345.0,360.0,0.281,0.291,0.083,0.562,335.0,0.629,0.042,0.014,0.028,0.014925,0.274627,0.098507,0.701493,0.107463,0.256716,0.008955,0.562,0.0,0.0,0.09,0.551,0.458,0.798,0.917,0.967,11.8,10451.0,0.204545455,1902.0,1317.0,390.0,1051.0,262.0,0.567815365828,4.240109,3219.0,0
1407X473,0.441860467196,0.558139562607,0.944767415524,391.916666667,7.0,2.213089,2.119969,64.0,71.0,62.0,71.0,411.0,405.0,407.0,0.086,0.124,0.0,0.269,344.0,0.57,0.063,0.063,0.021,0.002907,0.229651,0.081395,0.755814,0.101744,0.229651,0.005814,0.0,0.086,0.065,0.151,0.473,0.271,0.84,0.88,0.967,1.2,10455.0,0.107526882,1902.0,1317.0,390.0,1223.0,268.0,0.631356711993,4.333058,3219.0,0
1407X495,0.5536480546,0.4463519454,0.901287555695,391.916666667,7.0,2.733866,2.597399,65.0,78.0,64.0,67.0,434.0,419.0,433.0,0.459,0.436,0.076,0.714,466.0,0.939,0.053,0.076,0.008,0.023605,0.266094,0.032189,0.697425,0.023605,0.094421,0.01073,0.0,0.041,0.02,0.286,0.663,0.649,0.917,0.919,0.963,4.8,10455.0,0.0206186,1902.0,1317.0,375.0,1286.0,274.0,0.560282126999,5.331265,3219.0,0
1407X500,0.530726253986,0.469273746014,0.783985078335,391.916666667,7.0,2.634159,2.62946,70.0,74.0,75.0,81.0,446.0,448.0,446.0,0.44,0.558,0.026,0.774,343.0,0.881,0.013,0.039,0.0,0.055394,0.218659,0.034985,0.699708,0.043732,0.157434,0.002915,0.0,0.0,0.119,0.036,0.702,0.636,0.92,0.836,0.962,9.9,10455.0,0.0357143,1902.0,1317.0,390.0,1340.0,300.0,0.566602680921,5.263619,3219.0,0
1407X520,0.4708994627,0.5291005373,0.925925910473,391.916666667,7.0,2.053944,1.98906,52.0,58.0,50.0,62.0,424.0,402.0,410.0,0.096,0.234,0.011,0.25,189.0,0.423,0.033,0.122,0.011,0.021164,0.259259,0.206349,0.693122,0.243386,0.333333,0.021164,0.0,0.0,0.077,0.038,0.442,0.411,0.757,0.801,0.965,11.0,10455.0,0.183673469,1902.0,1317.0,450.0,1236.0,222.0,0.554380096241,4.043004,3219.0,0
1407X522,0.15850815177,0.841491818428,0.930069923401,391.916666667,7.0,2.205564,2.187463,60.0,64.0,56.0,69.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,429.0,0.738,0.058,0.075,0.029,0.013986,0.254079,0.160839,0.699301,0.146853,0.293706,0.027972,0.0,0.0,0.045,0.04,0.632,0.514,0.816,0.886,0.971,3.0,10451.0,0.0752283935,1902.0,1317.0,420.0,1221.5,249.0,0.559763133248,4.393027,3219.0,0
1407X527,0.417475730181,0.582524299622,0.922330081463,391.916666667,7.0,2.189123,2.155791,69.0,65.0,61.0,70.0,377.0,397.0,380.0,0.221,0.408,0.071,0.247,515.0,0.649,0.031,0.031,0.01,0.019417,0.347573,0.141748,0.613592,0.112621,0.254369,0.007767,0.0,0.0,0.019,0.532,0.558,0.551,0.838,0.892,0.962,3.9,10451.0,0.163398693,2191.0,1350.0,405.0,1154.0,265.0,0.5095436978,4.344914,3541.0,0
1407X547,0.503239750862,0.496760249138,0.93736499548,391.916666667,7.0,2.142302,2.035345,71.0,64.0,58.0,67.0,340.0,368.0,335.0,0.053,0.14,0.0,0.421,463.0,0.539,0.058,0.058,0.023,0.006479,0.298056,0.11879,0.682505,0.166307,0.263499,0.006479,0.0,0.408,0.013,0.0,0.316,0.279,0.802,0.807,0.962,4.5,10451.0,0.082191781,2191.0,1350.0,420.0,1043.0,260.0,0.561995387561,4.177647,3541.0,0
1407X548,0.147826090455,0.852173924446,0.864347815514,391.916666667,7.0,2.405351,2.322078,67.0,69.0,62.0,67.0,401.0,420.0,382.0,0.131,0.14,0.03,0.072,575.0,0.739,0.09,0.19,0.0,0.001739,0.285217,0.057391,0.692174,0.064348,0.255652,0.010435,0.0,0.0,0.013,0.0,0.392,0.45,0.826,0.898,0.966,3.4,10451.0,0.087248322,2191.0,1350.0,435.0,1203.0,265.0,0.572450198699,4.727429,3541.0,0
1407X551,0.546232879162,0.453767120838,0.917808234692,391.916666667,7.0,2.216915,2.073615,66.0,73.0,59.0,69.0,422.0,412.0,401.0,0.259,0.184,0.026,0.284,326.0,0.654,0.079,0.158,0.132,0.006135,0.269939,0.128834,0.696319,0.147239,0.233129,0.015337,0.0,0.0,0.222,0.0,0.58,0.579,0.843,0.831,0.981,1.9,10451.0,0.1,1902.0,1317.0,470.0,1235.0,267.0,0.571949610034,4.29053,3219.0,0
1407X600,0.0564102567732,0.943589746952,0.892307698727,391.916666667,7.0,2.09892,2.053874,66.0,57.0,57.0,63.0,392.0,396.0,366.0,0.021,0.075,0.015,0.505,390.0,0.639,0.025,0.06,0.01,0.005128,0.325641,0.158974,0.661538,0.164103,0.310256,0.005128,0.505,0.0,0.0,0.0,0.165,0.185,0.806,0.843,0.96,2.0,10451.0,0.195876289,1902.0,1317.0,370.0,1154.0,243.0,0.546527268253,4.152794,3219.0,0
1407X655,0.196506544948,0.803493440151,1.0,391.916666667,2.0,2.171392,2.062211,56.0,59.0,46.0,58.0,408.0,408.0,383.0,0.068,0.081,0.011,0.338,229.0,0.361,0.048,0.021,0.005,0.004367,0.296943,0.122271,0.659389,0.231441,0.323144,0.017467,0.338,0.0,0.0,0.0,0.248,0.166,0.61,0.767,0.915,11.0,10457.0,0.184615385,1500.0,855.0,420.0,1199.0,219.0,0.546915127825,4.233603,2355.0,0
1407X670,0.67071056366,0.32928943634,0.89081454277,391.916666667,7.0,2.183059,2.137694,61.0,67.0,63.0,54.0,373.0,373.0,381.0,0.125,0.242,0.05,0.188,577.0,0.563,0.093,0.05,0.036,0.025997,0.358752,0.112652,0.589255,0.12825,0.216638,0.015598,0.0,0.0,0.031,0.086,0.563,0.471,0.803,0.853,0.97,2.6,10451.0,0.157480315,1902.0,1317.0,440.0,1127.0,245.0,0.486916872753,4.320753,3219.0,0
1408X269,0.546296298504,0.453703701496,1.0,179.75,8.0,2.344965,2.204792,63.0,74.0,64.0,70.0,409.5,410.0,402.0,0.154,0.148,0.068,0.108,303.0,0.662,0.095,0.135,0.027,0.006601,0.194719,0.112211,0.778878,0.089109,0.231023,0.013201,0.0,0.0,0.015,0.015,0.015,0.473,0.852,0.852,0.972,10.0,10459.0,0.1875,1760.0,929.0,435.0,1221.5,271.0,0.653381743288,4.549757,2689.0,0
1408X282,1.0,0.0,0.860759496689,226.333333333,8.0,2.242011,2.106275,64.0,71.0,54.0,65.0,389.0,399.0,400.0,0.167,0.213,0.045,0.167,395.0,0.722,0.124,0.079,0.045,0.032911,0.470886,0.053165,0.440506,0.063291,0.220253,0.035443,0.0,0.0,0.0,0.042,0.653,0.506,0.794,0.757,0.966,10.0,10473.0,0.123287671,2480.0,1627.0,375.0,1188.0,254.0,0.435584469463,4.348286,4107.0,0
1408X293,0.621145367622,0.378854632378,1.0,243.75,8.0,2.327976,2.116123,64.0,70.0,66.0,67.0,423.0,408.0,420.0,0.2,0.183,0.106,0.536,454.0,0.727,0.173,0.038,0.038,0.028634,0.257709,0.04185,0.603524,0.072687,0.248899,0.101322,0.0,0.0,0.164,0.018,0.555,0.538,0.814,0.858,0.982,6.0,10461.0,0.138888889,1110.0,855.0,405.0,1251.0,267.0,0.449629668491,4.444099,1965.0,0
1408X295,0.39520958066,0.604790389538,1.0,391.916666667,2.0,2.120296,1.983986,53.0,62.0,51.0,54.0,371.0,360.0,363.0,0.089,0.099,0.017,0.069,167.0,0.386,0.017,0.067,0.017,0.05988,0.311377,0.131737,0.598802,0.191617,0.341317,0.02994,0.01,0.01,0.01,0.05,0.356,0.217,0.783,0.865,0.955,9.8,10457.0,0.239583333,1500.0,855.0,420.0,1094.0,220.0,0.460002409337,4.104282,2355.0,0
1408X305,0.349253743887,0.650746285915,1.0,226.333333333,8.0,2.06219,2.008629,58.0,60.0,49.0,59.0,380.0,367.0,362.0,0.08,0.19,0.0,0.161,335.0,0.701,0.045,0.034,0.034,0.047761,0.256716,0.155224,0.677612,0.185075,0.334328,0.01194,0.0,0.0,0.0,0.0,0.609,0.303,0.819,0.879,0.968,0.3,10473.0,0.130952381,2480.0,1627.0,420.0,1109.0,226.0,0.533840898992,4.070819,4107.0,0
1408X312,0.524193525314,0.475806444883,1.0,226.333333333,8.0,2.311556,2.139123,67.0,66.0,65.0,69.0,415.0,400.0,396.0,0.227,0.267,0.045,0.191,496.0,0.682,0.098,0.018,0.018,0.020161,0.302419,0.060484,0.66129,0.122984,0.270161,0.014113,0.0,0.0,0.064,0.036,0.627,0.446,0.856,0.861,0.951,2.0,10473.0,0.119266055,2480.0,1627.0,420.0,1211.0,267.0,0.531509304552,4.450679,4107.0,0
1408X320,0.389473676682,0.610526323318,1.0,243.75,8.0,2.150395,2.148684,64.0,74.0,64.0,66.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,95.0,0.738,0.058,0.075,0.029,0.063158,0.305263,0.136842,0.526316,0.147368,0.326316,0.084211,0.0,0.0,0.045,0.04,0.632,0.514,0.904,0.877,0.984,1.0,10461.0,0.0752283935,1110.0,855.0,480.0,1221.5,268.0,0.397849176784,4.299079,1965.0,0
1408X332,0.440613031387,0.559386968613,0.950191557407,179.75,8.0,2.112984,2.024462,58.0,60.0,55.0,62.0,388.0,384.0,375.0,0.042,0.104,0.012,0.028,261.0,0.458,0.07,0.081,0.012,0.015326,0.409962,0.103448,0.54023,0.122605,0.272031,0.011494,0.0,0.0,0.0,0.083,0.486,0.279,0.836,0.885,0.968,8.0,10459.0,0.147058824,1760.0,929.0,420.0,1147.0,235.0,0.482199059414,4.137446,2689.0,0
1408X348,0.505263149738,0.494736850262,1.0,243.75,8.0,2.325152,2.143714,74.0,71.0,64.0,76.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,95.0,0.738,0.058,0.075,0.029,0.042105,0.210526,0.157895,0.642105,0.147368,0.231579,0.084211,0.0,0.0,0.045,0.04,0.632,0.514,0.896,0.886,0.951,1.0,10461.0,0.0752283935,1110.0,855.0,460.0,1221.5,285.0,0.485720826922,4.468866,1965.0,0
1408X349,0.485148519278,0.514851510525,1.0,243.75,8.0,2.290833,2.068409,66.0,71.0,64.0,64.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,101.0,0.738,0.058,0.075,0.029,0.009901,0.316832,0.138614,0.594059,0.148515,0.207921,0.029703,0.0,0.0,0.045,0.04,0.632,0.514,0.86,0.911,0.969,1.0,10461.0,0.0752283935,1110.0,855.0,441.0,1221.5,265.0,0.502820923471,4.359242,1965.0,0
1408X367,0.389324963093,0.610675036907,0.811616957188,226.333333333,8.0,2.299034,2.1752,65.0,69.0,55.0,68.0,437.0,417.0,403.0,0.082,0.164,0.122,0.2,354.0,0.529,0.058,0.075,0.029,0.048023,0.330508,0.053672,0.584746,0.141243,0.251412,0.033898,0.0,0.0,0.0,0.047,0.506,0.514,0.868,0.803,0.948,7.0,10473.0,0.085365854,2480.0,1627.0,465.0,1257.0,257.0,0.457198226767,4.474234,4107.0,0
1408X376,0.517167389393,0.482832610607,1.0,226.333333333,8.0,2.257941,2.108195,60.0,70.0,57.0,56.0,392.0,399.0,387.0,0.148,0.164,0.122,0.204,235.0,0.593,0.058,0.075,0.029,0.038298,0.229787,0.123404,0.710638,0.165957,0.306383,0.017021,0.0,0.0,0.0,0.111,0.574,0.514,0.832,0.768,0.982,7.0,10473.0,0.098039216,2480.0,1627.0,405.0,1178.0,243.0,0.564358480517,4.366136,4107.0,0
1408X405,0.372510939837,0.627489089966,0.71539580822,243.75,8.0,2.288439,2.177918,60.0,60.0,53.0,59.0,422.0,442.0,407.0,0.18,0.171,0.053,0.407,2059.0,0.522,0.071,0.056,0.019,0.072851,0.226323,0.09422,0.558524,0.140845,0.26372,0.132103,0.0,0.0,0.108,0.032,0.386,0.37,0.783,0.658,0.95,2.8,10461.0,0.206852792,1110.0,855.0,450.0,1271.0,232.0,0.393923913902,4.466357,1965.0,0
1408X432,0.450479239225,0.549520790577,1.0,226.333333333,8.0,1.849637,2.040802,60.0,55.0,52.0,59.0,351.0,375.0,338.0,0.118,0.164,0.122,0.338,313.0,0.662,0.058,0.075,0.029,0.063898,0.079872,0.824281,0.824281,0.054313,0.118211,0.015974,0.0,0.0,0.25,0.794,0.294,0.514,0.851,0.851,0.977,4.0,10473.0,0.0,2480.0,1627.0,405.0,1064.0,226.0,0.712747206128,3.890439,4107.0,0
1408X452,0.501587331295,0.498412698507,1.0,226.333333333,8.0,2.175827,1.983652,60.0,64.0,56.0,65.0,382.0,360.0,366.0,0.041,0.182,0.023,0.027,315.0,0.568,0.0,0.102,0.011,0.034921,0.292063,0.095238,0.647619,0.149206,0.339683,0.015873,0.0,0.0,0.0,0.027,0.351,0.318,0.765,0.858,0.973,8.0,10473.0,0.138888889,2480.0,1627.0,390.0,1108.0,245.0,0.515963872018,4.159479,4107.0,0
1408X519,0.542522013187,0.457478016615,0.832844555378,226.333333333,8.0,2.217008,2.036641,60.0,63.0,55.0,60.0,430.0,411.0,408.0,0.058,0.132,0.028,0.233,341.0,0.419,0.066,0.009,0.0,0.017595,0.255132,0.111437,0.695015,0.134897,0.290323,0.017595,0.0,0.0,0.047,0.0,0.256,0.236,0.814,0.703,0.969,8.9,10473.0,0.261904762,2480.0,1627.0,379.0,1249.0,238.0,0.565211217432,4.253649,4107.0,0
1408X530,0.46978020668,0.53021979332,0.82967031002,179.75,8.0,2.072572,1.943392,58.0,59.0,51.0,56.0,359.0,356.0,350.0,0.046,0.073,0.048,0.056,364.0,0.398,0.008,0.081,0.008,0.005495,0.35989,0.131868,0.620879,0.200549,0.321429,0.010989,0.0,0.0,0.037,0.019,0.389,0.218,0.709,0.771,0.968,1.6,10459.0,0.216981132,1760.0,929.0,420.0,1065.0,224.0,0.518004505775,4.015964,2689.0,0
1408X540,0.490624636412,0.509375363588,0.829294979572,391.916666667,2.0,2.120357,2.013448,65.0,71.0,64.0,67.0,409.5,410.0,402.0,0.077,0.031,0.016,0.038,39.0,0.308,0.078,0.0,0.0,0.051282,0.153846,0.205128,0.794872,0.25641,0.282051,0.0,0.0,0.0,0.038,0.0,0.231,0.125,0.787,0.845,0.936,2.8,10457.0,0.0752283935,1500.0,855.0,420.0,1221.5,267.0,0.658119931624,4.133805,2355.0,0
1408X558,0.533864557743,0.466135472059,1.0,243.75,8.0,2.287706,2.136936,66.0,70.0,56.0,70.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,251.0,0.738,0.058,0.075,0.029,0.043825,0.306773,0.075697,0.541833,0.131474,0.270916,0.083665,0.0,0.0,0.045,0.04,0.632,0.514,0.863,0.911,0.987,2.0,10461.0,0.0752283935,1110.0,855.0,390.0,1221.5,262.0,0.416276628344,4.424642,1965.0,0
1408X559,0.639751553535,0.360248446465,0.937888205051,196.5,8.0,2.139389,2.048815,66.0,71.0,64.0,59.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,161.0,0.738,0.058,0.075,0.029,0.012422,0.360248,0.217391,0.590062,0.080745,0.223602,0.0,0.0,0.0,0.045,0.04,0.632,0.514,0.856,0.851,0.983,1.4,10456.0,0.0752283935,1335.0,923.0,375.0,1221.5,260.0,0.515838154533,4.188204,2258.0,0
1408X561,0.35897436738,0.641025662422,1.0,226.333333333,8.0,2.291964,2.095179,65.0,62.0,52.0,65.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,195.0,0.738,0.058,0.075,0.029,0.015385,0.374359,0.066667,0.569231,0.235897,0.307692,0.015385,0.0,0.0,0.045,0.04,0.632,0.514,0.83,0.888,0.984,2.0,10473.0,0.0752283935,2480.0,1627.0,405.0,1221.5,244.0,0.489417574079,4.387143,4107.0,0
1408X650,0.708463966846,0.291536062956,0.836990594864,391.916666667,2.0,2.139067,2.116385,59.0,65.0,56.0,55.0,381.0,372.0,376.0,0.071,0.179,0.029,0.071,319.0,0.406,0.005,0.048,0.005,0.015674,0.354232,0.103448,0.617555,0.112853,0.231975,0.00627,0.032,0.026,0.0,0.052,0.394,0.266,0.722,0.876,0.958,2.4,10457.0,0.225165563,1500.0,855.0,420.0,1129.0,235.0,0.513558285786,4.255452,2355.0,0
1409X227,0.446629226208,0.553370773792,1.0,194.416666667,9.0,2.119436,2.057972,64.0,62.0,59.0,68.0,397.0,419.0,400.0,0.139,0.15,0.032,0.218,356.0,0.545,0.054,0.097,0.011,0.011236,0.303371,0.303371,0.682584,0.148876,0.261236,0.002809,0.0,0.0,0.069,0.0,0.317,0.344,0.803,0.938,0.95,3.3,10457.0,0.255102041,2191.0,1350.0,420.0,1216.0,253.0,0.558089018874,4.177408,3541.0,0
1409X231,0.0,1.0,0.807751953602,194.416666667,9.0,2.252006,2.212588,66.0,65.0,56.0,70.0,406.0,404.0,379.0,0.19,0.182,0.098,0.238,387.0,0.705,0.061,0.11,0.061,0.0,0.630491,0.033592,0.338501,0.121447,0.307494,0.007752,0.0,0.0,0.076,0.029,0.705,0.512,0.864,0.857,0.955,3.9,10457.0,0.085714286,1768.0,853.0,450.0,1189.0,257.0,0.536841130255,4.464594,2621.0,0
1409X239,0.490624636412,0.509375363588,0.829294979572,391.916666667,2.0,2.016667,1.957353,65.0,70.0,62.0,67.0,364.0,340.0,347.0,0.037,0.071,0.0,0.0,39.0,0.704,0.0,0.0,0.024,0.0,0.538462,0.128205,0.435897,0.153846,0.410256,0.0,0.0,0.0,0.0,0.0,0.556,0.095,0.724,0.972,0.958,3.7,10457.0,0.0752283935,1500.0,855.0,420.0,1051.0,264.0,0.505540262867,3.97402,2355.0,0
1409X241,0.495867758989,0.504132211208,0.930578529835,194.416666667,9.0,2.370868,2.448533,69.0,73.0,71.0,72.0,400.0,426.0,402.0,0.221,0.282,0.167,0.512,347.0,0.756,0.179,0.038,0.026,0.025937,0.299712,0.074928,0.648415,0.054755,0.227666,0.020173,0.0,0.0,0.081,0.035,0.698,0.692,0.886,0.858,0.967,1.8,10457.0,0.094117647,1335.0,923.0,420.0,1228.0,285.0,0.517294124688,4.819401,2258.0,0
1409X250,0.529550850391,0.470449179411,0.926713943481,196.5,9.0,2.363298,2.236156,66.0,71.0,64.0,68.0,400.0,396.0,409.0,0.26,0.249,0.265,0.37,423.0,0.849,0.029,0.118,0.015,0.002364,0.425532,0.096927,0.55792,0.089835,0.217494,0.01182,0.0,0.0,0.082,0.151,0.753,0.676,0.89,0.875,0.963,2.8,10456.0,0.082191781,1335.0,923.0,442.0,1205.0,269.0,0.494834321613,4.599454,2258.0,0
1409X252,0.498680740595,0.501319289207,0.899736166,194.416666667,9.0,2.257749,2.23731,65.0,66.0,62.0,65.0,375.0,360.0,358.0,0.083,0.311,0.092,0.202,379.0,0.69,0.115,0.138,0.034,0.002639,0.21372,0.113456,0.762533,0.153034,0.269129,0.007916,0.0,0.0,0.0,0.238,0.738,0.69,0.849,0.811,0.968,2.6,10457.0,0.083333333,1335.0,923.0,405.0,1093.0,258.0,0.644083861279,4.495059,2258.0,0
1409X260,0.518438160419,0.481561809778,0.843817770481,196.5,9.0,2.765701,2.636493,78.0,74.0,73.0,79.0,470.0,520.0,472.0,0.743,0.186,0.304,0.615,461.0,0.881,0.147,0.098,0.098,0.05423,0.255965,0.039046,0.670282,0.067245,0.190889,0.015184,0.0,0.0,0.294,0.202,0.798,0.833,0.908,0.922,0.972,9.0,10456.0,0.0275229,1335.0,923.0,450.0,1462.0,304.0,0.522491834734,5.402194,2258.0,1
1409X263,0.54812836647,0.451871663332,0.909090936184,194.416666667,9.0,2.210215,2.200489,61.0,63.0,61.0,62.0,374.0,387.0,375.0,0.067,0.192,0.091,0.258,374.0,0.584,0.051,0.111,0.04,0.02139,0.304813,0.139037,0.668449,0.101604,0.229947,0.005348,0.0,0.0,0.011,0.011,0.596,0.485,0.818,0.819,0.946,2.9,10457.0,0.068965517,1335.0,923.0,420.0,1136.0,247.0,0.540221163774,4.410704,2258.0,0
1409X276,0.427312761545,0.572687208652,0.964757680893,194.416666667,9.0,2.02619,1.934494,59.0,59.0,54.0,55.0,344.0,332.0,337.0,0.029,0.163,0.02,0.07,227.0,0.408,0.0,0.061,0.0,0.004405,0.325991,0.237885,0.643172,0.185022,0.268722,0.017621,0.0,0.0,0.07,0.0,0.451,0.245,0.726,0.842,0.971,6.9,10457.0,0.188405797,1335.0,923.0,405.0,1013.0,227.0,0.529561070723,3.960684,2258.0,0
1409X297,0.482758611441,0.517241358757,0.913793087006,196.5,9.0,2.133409,2.027252,62.0,68.0,54.0,60.0,400.0,415.0,394.0,0.149,0.284,0.019,0.096,464.0,0.585,0.009,0.066,0.009,0.010776,0.282328,0.172414,0.698276,0.150862,0.262931,0.00431,0.0,0.011,0.0,0.064,0.394,0.387,0.784,0.845,0.968,1.5,10456.0,0.10989011,1335.0,923.0,435.0,1209.0,244.0,0.572356248753,4.160661,2258.0,0
1409X324,0.5,0.5,0.917322814465,196.5,9.0,2.425212,2.242346,63.0,74.0,66.0,68.0,407.0,406.0,388.0,0.22,0.0,0.474,0.441,277.0,0.881,0.115,0.077,0.013,0.036101,0.306859,0.054152,0.649819,0.025271,0.169675,0.00361,0.0,0.0,0.0,0.0,0.898,0.679,0.865,0.868,0.967,2.8,10456.0,0.0169492,2191.0,1350.0,405.0,1201.0,271.0,0.521502987474,4.667558,3541.0,0
1409X327,0.486187845469,0.513812184334,0.968692421913,391.916666667,9.0,2.502182,2.602237,81.0,79.0,64.0,71.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,221.0,0.738,0.058,0.075,0.029,0.0,0.226244,0.045249,0.760181,0.085973,0.266968,0.00905,0.0,0.0,0.045,0.04,0.632,0.514,0.906,0.89,0.965,10.0,10452.0,0.0752283935,2191.0,1350.0,480.0,1221.5,295.0,0.634876031398,5.104419,3541.0,0
1409X329,0.605797111988,0.394202888012,1.0,194.416666667,9.0,2.199879,2.041899,67.0,66.0,58.0,65.0,368.0,349.0,374.0,0.033,0.057,0.024,0.109,345.0,0.435,0.024,0.106,0.024,0.011594,0.315942,0.237681,0.637681,0.118841,0.2,0.008696,0.0,0.0,0.076,0.0,0.424,0.235,0.805,0.901,0.95,2.2,10457.0,0.310344828,2191.0,1350.0,395.0,1091.0,256.0,0.534172859663,4.241778,3541.0,0
1409X365,0.461794018745,0.538205981255,0.966777384281,391.916666667,9.0,1.836154,2.093441,74.0,68.0,70.0,68.0,338.0,349.0,321.0,0.247,0.161,0.011,0.675,301.0,0.909,0.402,0.011,0.011,0.0,0.006645,0.883721,0.993355,0.013289,0.036545,0.0,0.675,0.0,0.0,0.0,0.857,0.598,0.908,0.922,0.975,0.6,10453.0,0.090909091,1681.0,1283.0,480.0,1008.0,280.0,0.98679831205,3.929595,2964.0,0
