,act_percent_took_exam,asian_percent,black_percent,class_grad_year,college_career_readiness_index,college_nys_private,college_nys_public,college_out_of_state,college_readiness_index,cuny_2yr,cuny_4yr,dbn,disability_percent,district_admin_code,district_geo_code,dropouts_percent,ell_percent,enrollment,grade8_english,grade8_math,graduation_rate,hispanic_percent,male_percent,post-secondary_enroll_rate,poverty_percent,public_service,regents_algebra,regents_english,sat_math,sat_percent_took_exam,sat_reading,sat_score_overall,sat_writing,school_desc,school_environment_survey,self-contained_percent,student_attendance_rate,teacher_attendance,vocational_prog,white_percent,zip_code,school_day_length
522,0.372,0.363489,0.069467,2014,0.851,0.14,0.191,0.287,0.959,0.006,0.258,02M418,0.098546,2.0,2.0,0.0,0.001616,619.0,3.354318,3.155482,0.993,0.193861,0.376413583755,0.882,0.431340873241,0.0,81.0,83.0,581.0,0.912,563.0,1704.0,560.0,General Academic,0.93,0.003231,0.966,0.974,0.0,0.350565,10004.0,390.0
523,0.039,0.05303,0.209596,2014,0.618,0.061,0.04,0.01,0.284,0.172,0.071,02M419,0.252525,2.0,2.0,0.107843137,0.159091,396.0,2.189758,2.100188,0.657,0.707071,0.494949489832,0.354,0.888888895512,0.0,,65.0,408.0,0.52,398.0,1211.0,405.0,General Academic,0.85,0.058081,0.793,0.969,0.0,0.022727,10011.0,395.0
524,0.087,0.220985,0.219226,2014,0.654,0.073,0.101,0.038,0.485,0.334,0.212,02M420,0.142438,2.0,2.0,0.0425,0.052169,1706.0,2.70292,2.615875,0.903,0.495897,0.307737410069,0.758,1.0,0.0,75.0,76.0,455.0,0.796,444.0,1336.0,437.0,General Academic,0.88,0.040445,0.91,0.965,0.0,0.060961,10003.0,405.0
525,,0.082873,0.209945,2014,,,,,,,,02M422,0.39779,,,,0.027624,181.0,2.580559,2.261863,,0.414365,0.707112967968,,0.420502096415,,65.0,,,,,,,,,0.033149,0.901,0.982,,0.248619,10011.0,410.0
526,0.081,0.054015,0.264234,2014,0.345,0.054,0.095,0.02,0.182,0.177,0.061,02M425,0.205839,2.0,2.0,0.081632653,0.064234,685.0,2.347701,2.191315,0.642,0.616058,0.443795621395,0.408,0.788321197033,0.0,62.0,71.0,424.0,0.534,435.0,1289.0,430.0,General Academic,0.88,0.106569,0.801,0.963,0.0,0.045255,10006.0,375.0
527,0.0,0.032051,0.060897,2014,0.031,,,,0.073,,,02M427,0.064103,2.0,2.0,0.145833333,0.820513,312.0,1.834087,2.076646,0.49,0.887821,0.509615361691,,0.897435903549,,60.0,66.0,,0.0,,,,General Academic,0.87,0.032051,0.82,0.952,,0.019231,10016.0,400.0
528,0.0,0.0,0.43662,2014,0.045,0.022,0.045,0.011,0.045,0.157,0.045,02M429,0.450704,,,0.409090909,0.042254,71.0,2.179167,1.9695,0.364,0.535211,0.549295783043,0.281,0.774647891521,0.0,,62.0,,0.318,,,,,0.85,0.267606,0.709,0.973,0.0,0.028169,,
529,0.02,0.056277,0.274892,2014,0.133,,,,0.235,,,02M437,0.246753,2.0,2.0,0.0,0.088745,462.0,2.306967,2.261801,0.908,0.597403,0.658008635044,,0.761904776096,,61.0,69.0,425.0,0.796,447.0,1305.0,433.0,General Academic,0.87,0.0671,0.85,0.961,,0.054113,10011.0,420.0
530,0.011,0.386431,0.117994,2014,0.151,,,,0.097,,,02M438,0.047198,2.0,2.0,0.108695652,0.899705,339.0,1.750928,2.243067,0.355,0.418879,0.57817107439,,0.873156368732,,57.0,59.0,412.0,0.581,319.0,1041.0,310.0,General Academic,0.9,0.011799,0.881,0.983,,0.076696,10003.0,405.0
531,0.316,0.062802,0.123188,2014,0.982,0.053,0.106,0.159,0.807,0.336,0.195,02M439,0.111111,2.0,2.0,0.0,0.038647,414.0,2.696589,2.687791,0.991,0.727053,0.330917865038,0.85,0.753623187542,0.0,84.0,86.0,491.0,0.982,473.0,1457.0,493.0,General Academic,0.88,0.016908,0.973,0.973,0.0,0.065217,10010.0,440.0
532,0.072,0.098081,0.257996,2014,0.369,0.135,0.125,0.01,0.441,0.136,0.063,02M449,0.270789,2.0,2.0,0.108108108,0.059701,469.0,2.379976,2.220308,0.748,0.571429,0.466950953007,0.469,0.771854996681,0.0,,73.0,432.0,0.649,409.0,1248.0,407.0,General Academic,0.88,0.06823,0.85,0.968,0.0,0.053305,10065.0,420.0
533,0.0,0.350453,0.163142,2014,0.273,0.028,0.042,0.014,0.545,0.296,0.141,02M459,0.036254,2.0,2.0,0.0606061,0.773414,331.0,1.901176,2.385359,0.712,0.350453,0.477341383696,0.521,1.0,0.0,,73.0,490.0,0.636,386.0,1275.0,399.0,General Academic,0.93,0.006042,0.924,0.962,0.0,0.129909,10065.0,390.0
534,0.011,0.048701,0.37987,2014,0.45,0.018,0.054,0.011,0.139,0.14,0.054,02M460,0.25,,,0.288135593,0.181818,308.0,2.223492,2.148561,0.428,0.535714,0.506493508816,0.277,0.766233742237,0.0,60.0,57.0,409.0,0.367,395.0,1204.0,400.0,,0.82,0.165584,0.709,0.962,0.0,0.032468,,
535,0.274,0.730863,0.010024,2014,0.996,0.26,0.184,0.374,0.988,0.03,0.126,02M475,0.013366,2.0,2.0,0.0,0.000608,3292.0,3.992257,4.140961,0.988,0.023998,0.595990300179,0.97,0.472357243299,0.001,94.0,90.0,751.0,0.985,689.0,2133.0,693.0,General Academic,0.89,0.000304,0.966,0.962,0.0,0.216889,10282.0,450.0
536,0.335,0.243807,0.217731,2014,0.826,0.06,0.09,0.03,0.568,0.23,0.289,02M489,0.170795,2.0,2.0,0.096153846,0.079531,767.0,2.567225,2.60541,0.819,0.458931,0.574967384338,0.699,0.795306384563,0.0,72.0,73.0,486.0,0.729,451.0,1379.0,442.0,General Academic,0.9,0.046936,0.891,0.972,0.0,0.073012,10006.0,420.0
537,0.0,0.094118,0.286275,2014,0.158,0.049,0.024,0.037,0.053,0.146,0.024,02M500,0.278431,2.0,2.0,0.145454545,0.078431,255.0,2.252437,2.122917,0.684,0.556863,0.635294139385,0.28,0.909803926945,0.0,61.0,66.0,348.0,0.404,357.0,1051.0,346.0,General Academic,0.94,0.078431,0.839,0.945,0.0,0.05098,10016.0,465.0
538,,0.06812,0.337875,2014,,,,,,,,02M507,0.201635,2.0,2.0,,0.035422,367.0,2.494763,2.365134,,0.520436,0.798365116119,,1.0,,71.0,74.0,,,,,,Career Technical,0.93,0.051771,0.905,0.978,,0.049046,10019.0,450.0
539,0.32,0.04717,0.35283,2014,0.846,0.081,0.149,0.068,0.554,0.135,0.324,02M519,0.069811,2.0,2.0,0.00571429,0.0,530.0,3.001401,2.676495,0.949,0.390566,0.179245278239,0.757,0.594339609146,0.0,78.0,80.0,487.0,0.823,474.0,1434.0,473.0,General Academic,0.88,0.007547,0.913,0.991,0.0,0.201887,10065.0,420.0
540,0.027,0.100273,0.444748,2014,0.277,0.05,0.031,0.023,0.163,0.18,0.08,02M520,0.186903,2.0,2.0,0.095671982,0.11528,1466.0,2.348374,2.225295,0.506,0.418827,0.493178725243,0.364,0.727830827236,0.0,61.0,63.0,415.0,0.472,404.0,1206.0,387.0,General Academic,0.61,0.095498,0.683,0.963,0.0,0.027285,10038.0,420.0
541,0.121,0.039492,0.22708,2014,0.208,0.055,0.05,0.044,0.214,0.265,0.039,02M529,0.191819,2.0,2.0,0.110465116,0.09591,709.0,2.317769,2.167516,0.607,0.698166,0.448519051075,0.453,0.801128327847,0.0,67.0,67.0,419.0,0.555,424.0,1261.0,418.0,General Academic,0.84,0.066291,0.777,0.965,0.0,0.028209,10036.0,420.0
542,0.039,0.012712,0.436441,2014,0.843,0.089,0.067,0.133,0.314,0.155,0.267,02M531,0.09322,2.0,2.0,0.0,0.016949,236.0,2.796618,2.499073,0.98,0.444915,0.186440676451,0.711,0.771186411381,0.0,74.0,75.0,437.0,0.863,440.0,1321.0,444.0,General Academic,0.86,0.012712,0.937,0.964,0.0,0.088983,10036.0,435.0
543,,0.161435,0.242152,2014,,,,,,,,02M533,0.179372,2.0,2.0,,0.130045,223.0,2.455253,2.369137,,0.538117,0.304932743311,,0.856502234936,,70.0,76.0,,,,,,Career Technical,0.89,0.09417,0.902,0.974,,0.03139,10003.0,480.0
544,,0.060345,0.202586,2014,,,,,,,,02M534,0.25,,,,0.025862,232.0,2.667929,2.369192,,0.556034,0.435344815254,,0.620689630508,,66.0,,,,,,,,,0.051724,0.922,0.978,,0.172414,10011.0,417.0
545,0.007,0.0,0.0,2014,0.697,0.034,0.02,0.0,0.324,0.372,0.155,02M542,0.038043,2.0,2.0,0.0496454,0.634058,552.0,2.03205,2.255824,0.845,1.0,0.501811623573,0.581,1.0,0.0,73.0,73.0,388.0,0.57,359.0,1089.0,342.0,General Academic,0.94,0.014493,0.908,0.972,0.0,0.0,10019.0,465.0
546,0.011,0.05467,0.300683,2014,0.121,0.032,0.138,0.011,0.099,0.17,0.117,02M543,0.252847,2.0,2.0,0.0555556,0.041002,439.0,2.357427,2.168309,0.824,0.601367,0.343963563442,0.468,1.0,0.0,70.0,75.0,388.0,0.802,389.0,1160.0,383.0,General Academic,0.86,0.102506,0.842,0.967,0.0,0.018223,10002.0,420.0
547,0.273,0.907317,0.026829,2014,0.966,0.034,0.149,0.023,0.864,0.45,0.172,02M545,0.039024,2.0,2.0,0.0113636,0.358537,410.0,2.594045,3.353248,0.955,0.05122,0.497560977936,0.828,0.902438998222,0.0,84.0,75.0,621.0,0.92,450.0,1532.0,461.0,General Academic,0.87,0.002439,0.981,0.981,0.0,0.007317,10002.0,455.0
548,,0.128631,0.315353,2014,,,,,,,,02M546,0.248963,,,,0.029046,241.0,2.531857,2.458857,,0.40249,0.78008300066,,0.709543585777,,68.0,,,,,,,,,0.049793,0.924,0.983,,0.107884,10003.0,390.0
549,0.022,0.015945,0.287016,2014,0.551,0.056,0.135,0.045,0.404,0.214,0.056,02M551,0.230068,2.0,2.0,0.06741573,0.041002,439.0,2.575076,2.363584,0.764,0.526196,0.633257389069,0.506,0.678815484047,0.0,68.0,73.0,459.0,0.809,451.0,1342.0,432.0,Career Technical,0.8,0.047836,0.891,0.969,0.0,0.15262,10004.0,465.0
550,0.084,0.038786,0.355818,2014,0.244,0.086,0.078,0.008,0.313,0.266,0.156,02M580,0.284992,2.0,2.0,0.107692308,0.055649,593.0,2.312041,2.200185,0.71,0.578415,0.323777407408,0.594,0.84485667944,0.0,63.0,68.0,418.0,0.588,415.0,1250.0,417.0,General Academic,0.78,0.097808,0.819,0.961,0.0,0.020236,10004.0,420.0
551,0.042,0.043303,0.377598,2014,0.596,0.058,0.164,0.05,0.37,0.221,0.187,02M600,0.139723,2.0,2.0,0.0306407,0.024827,1732.0,2.661591,2.452705,0.916,0.531755,0.0658198595047,0.68,0.827367186546,0.0,71.0,77.0,420.0,0.786,423.0,1260.0,417.0,Career Technical,0.88,0.047344,0.921,0.963,0.0,0.037529,10011.0,465.0
552,0.0,0.074492,0.334086,2014,0.378,0.0,0.097,0.032,0.232,0.279,0.151,02M615,0.234763,2.0,2.0,0.098765432,0.042889,443.0,2.370308,2.254988,0.854,0.559819,0.571106076241,0.559,0.817155778408,0.0,68.0,74.0,400.0,0.805,397.0,1188.0,391.0,Career Technical,0.89,0.076749,0.873,0.956,0.0,0.022573,10013.0,450.0
553,0.0,0.01,0.245,2014,0.115,0.03,0.036,0.016,0.052,0.116,0.041,02M620,0.28,,,0.285714286,0.24,200.0,2.057329,2.017561,0.427,0.73,,0.239,,0.0,,58.0,399.0,0.219,369.0,1153.0,385.0,,0.84,0.145,0.669,0.952,0.0,0.01,,
554,0.007,0.020408,0.32381,2014,0.165,0.024,0.024,0.019,0.099,0.217,0.028,02M625,0.228571,2.0,2.0,0.158783784,0.066667,735.0,2.305109,2.115895,0.525,0.606803,0.435374140739,0.312,1.0,0.0,59.0,61.0,390.0,0.422,409.0,1197.0,398.0,Career Technical,0.65,0.10068,0.68,0.966,0.0,0.031293,,
555,0.077,0.093185,0.251739,2014,0.718,0.141,0.112,0.073,0.366,0.24,0.048,02M630,0.171766,2.0,2.0,0.043956,0.013213,1438.0,2.776556,2.530347,0.806,0.52573,0.425591111183,0.62,0.689151585102,0.0,69.0,76.0,454.0,0.711,463.0,1365.0,448.0,Career Technical,0.82,0.041029,0.906,0.967,0.006,0.116134,10019.0,450.0
556,0.102,0.039514,0.270517,2014,0.19,0.076,0.068,0.045,0.286,0.167,0.076,02M655,0.196049,2.0,2.0,0.075862069,0.085106,658.0,2.372226,2.284262,0.755,0.639818,0.490272372961,0.432,0.76913100481,0.0,62.0,72.0,428.0,0.605,421.0,1254.0,405.0,General Academic,0.82,0.069909,0.842,0.976,0.0,0.028875,10128.0,420.0
557,0.053,0.023256,0.418605,2014,0.088,0.014,0.029,0.029,0.053,0.217,0.029,03M283,0.263566,,,0.192982456,0.131783,129.0,2.318151,2.16562,0.474,0.527132,0.403100788593,0.319,0.813953459263,0.0,56.0,69.0,397.0,0.368,436.0,1239.0,406.0,,0.86,0.131783,0.741,0.955,0.0,0.015504,,
558,0.011,0.004598,0.395402,2014,0.344,0.07,0.044,0.018,0.097,0.237,0.07,03M299,0.236782,3.0,3.0,0.136842105,0.133333,435.0,2.256187,2.097122,0.72,0.567816,0.510344803333,0.439,0.839080452919,0.0,64.0,69.0,380.0,0.409,403.0,1172.0,389.0,General Academic,0.85,0.082759,0.821,0.963,0.0,0.025287,10023.0,435.0
559,0.0,0.023256,0.338501,2014,0.171,0.023,0.035,0.012,0.197,0.209,0.128,03M307,0.229974,3.0,3.0,0.164383562,0.113695,387.0,2.288059,2.120236,0.671,0.594315,0.49612402916,0.407,0.782945752144,0.0,67.0,67.0,422.0,0.447,419.0,1239.0,398.0,General Academic,0.86,0.196382,0.844,0.972,0.0,0.031008,10023.0,375.0
560,0.045,0.017722,0.248101,2014,0.09,0.0,0.031,0.01,0.03,0.184,0.061,03M402,0.24557,3.0,3.0,0.23880597,0.21519,395.0,2.184911,2.095277,0.493,0.711392,0.594936728477,0.286,0.916455686092,0.0,64.0,67.0,338.0,0.478,328.0,994.0,328.0,Career Technical,0.81,0.096203,0.821,0.969,0.0,0.010127,10024.0,420.0
561,0.054,0.033333,0.272917,2014,0.215,0.022,0.088,0.055,0.097,0.099,0.132,03M403,0.235417,3.0,3.0,0.108695652,0.15,480.0,2.297266,2.183171,0.753,0.639583,0.535416662693,0.396,0.914583325386,0.0,66.0,68.0,389.0,0.559,418.0,1207.0,400.0,General Academic,0.87,0.064583,0.901,0.96,0.0,0.052083,10024.0,420.0
562,0.032,0.015317,0.527352,2014,0.442,0.043,0.064,0.011,0.147,0.095,0.021,03M415,0.231947,3.0,3.0,0.172043011,0.052516,457.0,2.342186,2.133388,0.495,0.442013,0.318267434835,0.234,1.0,0.0,61.0,61.0,395.0,0.463,396.0,1195.0,404.0,General Academic,0.77,0.098468,0.813,0.954,0.0,0.013129,10026.0,465.0
563,0.11,0.101877,0.152815,2014,0.466,,,,0.479,,,03M417,0.203753,3.0,3.0,0.0,0.010724,373.0,2.865765,2.607294,0.945,0.423592,0.442359238863,,0.514745295048,,71.0,80.0,467.0,0.918,501.0,1468.0,500.0,General Academic,0.9,0.016086,0.931,0.973,,0.297587,10024.0,405.0
564,0.345,0.092476,0.148119,2014,0.885,0.214,0.172,0.351,0.813,0.0,0.103,03M479,0.06348,3.0,2.0,0.0,0.0,1276.0,3.49827,3.244171,0.99,0.246082,0.370689660311,0.84,0.289184957743,0.0,,85.0,568.0,0.796,565.0,1710.0,577.0,General Academic,0.9,0.003135,0.954,0.981,0.0,0.474922,10023.0,420.0
565,0.286,0.193773,0.116484,2014,0.99,0.178,0.154,0.234,0.914,0.103,0.127,03M485,0.030403,3.0,3.0,0.0,0.001465,2730.0,3.558391,3.343807,0.988,0.191209,0.271062284708,0.796,0.320879131556,0.0,80.0,87.0,588.0,0.913,589.0,1776.0,599.0,General Academic,0.85,0.000366,0.953,0.962,0.0,0.460073,10023.0,480.0
566,0.017,0.011299,0.438795,2014,0.345,0.048,0.081,0.032,0.164,0.138,0.177,03M492,0.190207,3.0,3.0,0.139130435,0.082863,531.0,2.378264,2.206046,0.724,0.512241,0.46516007185,0.476,0.890772104263,0.0,66.0,72.0,390.0,0.629,400.0,1186.0,396.0,General Academic,0.83,0.090395,0.828,0.964,0.0,0.024482,10023.0,435.0
567,0.05,0.042517,0.307823,2014,0.137,0.028,0.083,0.007,0.137,0.178,0.097,03M494,0.232993,3.0,3.0,0.131386861,0.12415,588.0,2.3108,2.231458,0.612,0.610544,0.680272102356,0.393,0.928571403027,0.0,63.0,65.0,402.0,0.511,428.0,1231.0,401.0,General Academic,0.73,0.081633,0.812,0.96,0.0,0.028912,10023.0,405.0
568,0.763,0.223913,0.18913,2014,1.0,0.009,0.009,0.0,0.881,0.336,0.534,03M541,0.073913,3.0,3.0,0.0,0.002174,460.0,3.169406,3.172684,0.983,0.408696,0.410869568586,0.888,0.665217399597,0.0,82.0,87.0,545.0,0.966,514.0,1564.0,505.0,General Academic,0.94,0.01087,0.97,0.972,0.0,0.130435,10023.0,390.0
569,,0.215686,0.235294,2014,,,,,,,,03M859,0.235294,,,,0.058824,51.0,3.074865,2.912703,,0.078431,0.481675386429,,0.141361251473,,73.0,,,,,,,,,0.019608,0.963,0.947,,0.254902,10023.0,480.0
570,0.051,0.015823,0.702532,2014,0.763,0.053,0.105,0.013,0.085,0.184,0.066,03M860,0.275316,3.0,3.0,0.0508475,0.085443,316.0,2.149891,2.013129,0.729,0.256329,0.58041960001,0.421,0.794871807098,0.0,59.0,68.0,356.0,0.763,383.0,1114.0,375.0,General Academic,0.79,0.088608,0.828,0.962,0.0,0.006329,10026.0,420.0
571,,0.013514,0.155405,2014,,,,,,,,04M372,0.25,4.0,4.0,,0.452703,148.0,2.249273,2.173277,,0.804054,0.490566045046,,0.957547187805,,62.0,63.0,,,,,,General Academic,0.87,0.148649,0.89,0.977,,0.013514,10029.0,420.0
572,0.011,0.025723,0.414791,2014,0.057,0.051,0.082,0.01,0.045,0.051,0.102,04M409,0.29582,4.0,4.0,0.235294118,0.090032,311.0,2.152433,2.034535,0.273,0.533762,0.556270122528,0.296,1.0,0.0,59.0,64.0,360.0,0.398,367.0,1092.0,365.0,General Academic,0.85,0.144695,0.79,0.961,0.0,0.016077,10035.0,405.0
573,0.196,0.193955,0.193955,2014,0.84,0.135,0.099,0.083,0.746,0.257,0.193,04M435,0.076196,4.0,4.0,0.0203562,0.039673,1588.0,3.029177,3.16975,0.936,0.573048,0.508186399937,0.767,0.832493722439,0.0,81.0,81.0,542.0,0.863,483.0,1499.0,474.0,General Academic,0.86,0.009446,0.922,0.973,0.0,0.028967,10029.0,385.0
574,0.366,0.0489,0.310513,2014,0.683,0.043,0.152,0.043,0.341,0.109,0.207,04M495,0.163814,4.0,4.0,0.0121951,0.036675,409.0,2.454105,2.327206,0.927,0.611247,0.484107583761,0.554,0.889975547791,0.0,78.0,73.0,411.0,0.817,410.0,1230.0,409.0,General Academic,0.92,0.01956,0.908,0.978,0.0,0.01467,10029.0,390.0
575,0.03,0.05428,0.246347,2014,0.716,0.08,0.103,0.057,0.649,0.346,0.184,04M555,0.17119,4.0,4.0,0.0075188,0.031315,479.0,2.668877,2.532571,0.978,0.661795,0.313152402639,0.77,0.901878893375,0.0,79.0,78.0,458.0,0.963,449.0,1355.0,448.0,General Academic,0.93,0.02714,0.932,0.97,0.0,0.02714,10029.0,420.0
576,0.046,0.08,0.333333,2014,0.492,0.239,0.254,0.134,0.615,0.239,0.104,04M610,0.133333,4.0,4.0,0.0,0.023333,300.0,2.848643,2.783273,1.0,0.536667,0.0,0.97,0.810344815254,0.0,76.0,83.0,462.0,1.0,454.0,1379.0,463.0,General Academic,0.93,0.006667,0.95,0.971,0.0,0.03,10029.0,390.0
577,0.0,0.058824,0.411765,2014,0.211,0.0,0.058,0.0,0.105,0.173,0.019,04M635,0.352941,,,,0.0,17.0,2.123333,2.222,0.737,0.529412,,0.25,,0.0,,,,0.632,,,,,0.86,0.176471,0.825,0.973,0.0,0.0,,
578,0.0,0.008547,0.316239,2014,0.183,0.076,0.045,0.0,0.11,0.182,0.03,04M680,0.301994,4.0,4.0,0.073170732,0.059829,351.0,2.238715,2.077704,0.695,0.646724,0.452991455793,0.333,0.894586920738,0.0,61.0,63.0,376.0,0.573,377.0,1124.0,371.0,General Academic,0.81,0.091168,0.834,0.967,0.0,0.017094,10029.0,420.0
579,,0.012195,0.5,2014,,,,,,,,05M157,0.341463,5.0,5.0,,0.085366,82.0,2.1204,1.985333,,0.45122,0.597561001778,,0.853658556938,,69.0,,,,,,,Career Technical,0.81,0.134146,0.874,0.973,,0.012195,10035.0,420.0
580,0.029,0.009412,0.355294,2014,0.068,0.11,0.11,0.03,0.126,0.14,0.08,05M304,0.24,5.0,5.0,0.0594059,0.091765,425.0,2.285291,2.214031,0.66,0.625882,0.595294117928,0.47,0.89411765337,0.0,64.0,70.0,386.0,0.485,419.0,1219.0,414.0,General Academic,0.86,0.070588,0.87,0.959,0.0,0.007059,10030.0,450.0
581,0.098,0.148541,0.183024,2014,0.924,,,,0.848,,,05M362,0.023873,5.0,5.0,0.0,0.005305,377.0,3.392771,3.052143,0.989,0.503979,0.503012061119,,0.576807200909,,84.0,87.0,,0.0,,,,General Academic,0.88,0.002653,0.947,0.976,,0.148541,10027.0,480.0
582,0.014,0.007692,0.496154,2014,0.056,0.125,0.056,0.056,0.07,0.11,0.111,05M367,0.296154,5.0,5.0,0.0144928,0.192308,260.0,2.116478,2.017119,0.451,0.461538,0.55339807272,0.458,0.828478991985,0.0,56.0,63.0,386.0,0.225,409.0,1184.0,389.0,General Academic,0.71,0.096154,0.697,0.949,0.0,0.023077,10027.0,430.0
583,0.229,0.011299,0.550847,2014,0.1,0.127,0.127,0.032,0.143,0.174,0.032,05M369,0.19209,5.0,5.0,0.101449275,0.067797,354.0,2.263242,2.138212,0.771,0.415254,0.206214696169,0.492,0.875706195831,0.0,67.0,73.0,368.0,0.729,394.0,1146.0,384.0,General Academic,0.83,0.048023,0.795,0.969,0.0,0.011299,10027.0,420.0
584,0.056,0.009346,0.747664,2014,0.0,0.067,0.0,0.0,0.056,0.066,0.0,05M469,0.28972,5.0,5.0,,0.018692,107.0,2.216768,2.039082,0.556,0.205607,0.446927368641,0.133,0.916201114655,0.0,56.0,59.0,,0.778,,,,General Academic,0.8,0.130841,0.785,0.957,0.0,0.037383,,
585,0.246,0.013605,0.717687,2014,0.393,0.054,0.18,0.115,0.349,0.176,0.253,05M499,0.108844,5.0,5.0,0.059761,0.02466,1176.0,2.567303,2.522486,0.679,0.232143,0.548018813133,0.778,0.742780387402,0.0,66.0,73.0,456.0,0.726,456.0,1359.0,447.0,General Academic,0.79,0.040816,0.885,0.975,0.0,0.015306,10039.0,420.0
586,0.051,0.002481,0.781638,2014,0.222,0.06,0.27,0.08,0.263,0.21,0.16,05M670,0.166253,5.0,5.0,0.040404,0.019851,403.0,2.401847,2.292744,0.838,0.2134,0.494755238295,0.78,0.769230782986,0.0,66.0,77.0,421.0,0.798,415.0,1247.0,411.0,General Academic,0.89,0.009926,0.928,0.956,0.0,0.0,10030.0,390.0
587,0.03,0.0,0.525547,2014,0.01,0.024,0.04,0.04,0.04,0.056,0.024,05M685,0.328467,5.0,5.0,0.290322581,0.20073,274.0,2.036724,1.975381,0.277,0.459854,0.594890534878,0.184,0.843065679073,0.0,56.0,57.0,340.0,0.406,353.0,1031.0,338.0,General Academic,0.81,0.178832,0.719,0.922,0.0,0.010949,,
588,0.205,0.366228,0.092105,2014,0.989,0.022,0.054,0.022,0.989,0.579,0.269,05M692,0.052632,5.0,5.0,0.0113636,0.0,456.0,3.666768,3.747761,0.989,0.239035,0.675438582897,0.946,0.515350878239,0.0,90.0,81.0,675.0,0.886,623.0,1903.0,605.0,General Academic,0.93,0.006579,0.954,0.986,0.0,0.254386,10031.0,455.0
589,0.423,0.008824,0.041176,2014,1.0,0.012,0.0,0.0,0.615,0.049,0.802,06M293,0.155882,6.0,6.0,0.0,0.029412,340.0,2.799818,2.871216,0.974,0.941176,0.426644176245,0.864,0.887015163898,0.0,72.0,76.0,478.0,0.949,443.0,1360.0,439.0,General Academic,0.92,0.002941,0.946,0.971,0.0,0.008824,10040.0,465.0
590,0.0,0.00277,0.074792,2014,0.309,0.039,0.026,0.026,0.176,0.26,0.13,06M346,0.229917,6.0,6.0,0.0447761,0.277008,361.0,2.158007,2.076525,0.618,0.900277,0.501666665077,0.481,0.921666681767,0.0,65.0,70.0,373.0,0.721,384.0,1135.0,378.0,General Academic,0.93,0.066482,0.84,0.975,0.0,0.01385,10032.0,420.0
591,0.0,0.002604,0.020833,2014,0.5,0.081,0.14,0.023,0.468,0.256,0.081,06M348,0.21875,6.0,6.0,0.0,0.151042,384.0,2.395259,2.495137,0.777,0.96875,0.570769250393,0.581,1.0,0.0,73.0,74.0,435.0,0.904,428.0,1286.0,423.0,General Academic,0.92,0.005208,0.861,0.965,0.0,0.002604,10033.0,420.0
592,0.071,0.003663,0.058608,2014,0.143,0.025,0.0,0.0,0.149,0.292,0.087,06M462,0.195971,6.0,6.0,0.125,0.496337,546.0,2.087198,2.121843,0.552,0.919414,0.644688665867,0.404,0.94505494833,0.0,67.0,59.0,396.0,0.396,387.0,1168.0,385.0,General Academic,0.89,0.102564,0.856,0.961,0.0,0.012821,10040.0,465.0
593,0.008,0.01912,0.139579,2014,0.211,0.055,0.055,0.016,0.073,0.174,0.031,06M463,0.235182,6.0,6.0,0.090163934,0.332696,523.0,2.129907,2.09796,0.61,0.820268,0.606118559837,0.331,0.902485668659,0.0,57.0,62.0,369.0,0.455,362.0,1094.0,363.0,General Academic,0.84,0.086042,0.816,0.962,0.0,0.015296,10040.0,465.0
594,0.024,0.010309,0.163476,2014,0.292,0.035,0.043,0.028,0.131,0.369,0.021,06M467,0.234168,6.0,6.0,0.126506024,0.275405,679.0,2.240305,2.141689,0.69,0.804124,0.56701028347,0.496,0.776141405106,0.0,62.0,68.0,369.0,0.577,378.0,1120.0,373.0,General Academic,0.85,0.110457,0.864,0.958,0.0,0.017673,10040.0,465.0
595,0.0,0.011218,0.185897,2014,0.208,0.048,0.048,0.006,0.104,0.212,0.03,06M468,0.185897,6.0,6.0,0.147058824,0.269231,624.0,2.186667,2.126479,0.59,0.778846,0.525641024113,0.345,0.935897409916,0.0,62.0,65.0,388.0,0.48,375.0,1139.0,376.0,General Academic,0.78,0.072115,0.861,0.957,0.0,0.016026,10040.0,465.0
596,0.147,0.047794,0.314706,2014,0.308,0.046,0.055,0.035,0.352,0.202,0.156,06M540,0.1125,6.0,6.0,0.0479705,0.054412,1360.0,2.580807,2.458003,0.755,0.6125,0.500735282898,0.494,0.80735296011,0.0,69.0,76.0,451.0,0.722,442.0,1320.0,427.0,General Academic,0.86,0.063235,0.862,0.95,0.0,0.013235,10031.0,380.0
597,0.01,0.0,0.0,2014,0.539,0.006,0.038,0.031,0.196,0.265,0.107,06M552,0.014257,6.0,6.0,0.158415842,0.900204,491.0,1.759545,2.060559,0.559,1.0,0.460285127163,0.447,0.983706712723,0.0,69.0,71.0,379.0,0.549,374.0,1112.0,359.0,General Academic,0.94,0.004073,0.901,0.972,0.0,0.0,10032.0,450.0
598,0.035,0.017094,0.262108,2014,0.306,0.038,0.165,0.013,0.235,0.214,0.076,07X221,0.22792,7.0,7.0,0.0357143,0.02849,351.0,2.365533,2.199706,0.871,0.698006,0.490683227777,0.506,0.958074510098,0.0,73.0,73.0,386.0,0.812,390.0,1159.0,383.0,General Academic,0.89,0.048433,0.88,0.975,0.0,0.014245,10454.0,420.0
